,car,glass,plate,truck,Vehicles,Dinnerware,closer2vehicles,closer2dinnerware
0,0.00138668157081423,0.001921060372720551,0.0022491041265787493,0.0013669052804892168,0.0013767934256517234,0.00208508224964965,True,False
1,0.0028930483765385873,0.0021986723458534696,0.0036848369790744018,0.002000246492959601,0.002446647434749094,0.0029417546624639357,True,False
2,0.0034834903036490283,0.004946213053261483,0.003462830266534822,0.0028940989531793804,0.0031887946284142044,0.004204521659898153,True,False
3,0.0028676628924440006,0.002302383428034016,0.00198961414987886,0.00274369967937127,0.002805681285907635,0.002145998788956438,False,True
4,0.002470698367868729,0.001962345109790209,0.0022472480903621417,0.0019488996285049742,0.0022097989981868515,0.0021047966000761753,False,True
5,0.00199159613657629,0.0020352029174677266,0.0033101601700534777,0.0032493673779944166,0.0026204817572853534,0.002672681543760602,True,False
6,0.0026533042662145734,0.0021039135914467932,0.0019399925980781996,0.0018489440849643879,0.0022511241755894806,0.0020219530947624964,False,True
7,0.0020311612067409612,0.0030517176065653073,0.003202301803194363,0.0018587692003390055,0.0019449652035399834,0.003127009704879835,True,False
8,0.003934393788857848,0.0021870009518969447,0.00351749656127176,0.0033434431056592606,0.0036389184472585545,0.0028522487565843524,False,True
9,0.0024727986436593463,0.002347878626820177,0.0021205731458749932,0.0017766994716620355,0.002124749057660691,0.002234225886347585,True,False
10,0.002837381080141088,0.003037307788452348,0.0024773735230018135,0.0030803622905357653,0.0029588716853384267,0.0027573406557270808,False,True
11,0.0011664544870676474,0.0014096537236676365,0.0019215993582095692,0.001618116426889804,0.0013922854569787257,0.0016656265409386029,True,False
12,0.0022710568242229057,0.0025788855427383295,0.004178473411619366,0.002532376381527479,0.0024017166028751924,0.0033786794771788475,True,False
13,0.0016001174178617017,0.0026181316475382133,0.003251418901793368,0.0020585092626359547,0.0018293133402488282,0.0029347752746657907,True,False
14,0.0016410099853213511,0.0031955660622847715,0.0023891641071212,0.0017214733951995687,0.0016812416902604599,0.0027923650847029857,True,False
15,0.002067842013269594,0.0028126902174864243,0.002250289120382054,0.0022980252652148314,0.0021829336392422127,0.002531489668934239,True,False
16,0.0023674530106799763,0.001983107706803766,0.00234114759387849,0.0026236177520087,0.002495535381344338,0.002162127650341128,False,True
17,0.0022927621558247457,0.0029447440619022602,0.0030943793238605855,0.003243643224731918,0.002768202690278332,0.003019561692881423,True,False
18,0.003290239301284581,0.0029307591326757088,0.0033627825169653125,0.003763288759416006,0.0035267640303502934,0.0031467708248205106,False,True
19,0.0019272832239298765,0.002036799546866308,0.0021916617665721505,0.002374157023914969,0.0021507201239224227,0.0021142306567192293,False,True
20,0.0022820120832796054,0.0011017091960436876,0.0025049544968324122,0.002003554562885146,0.0021427833230823756,0.0018033318464380499,False,True
21,0.002115261253889944,0.00199523379527633,0.0027642404455149316,0.0026447956284875174,0.0023800284411887307,0.002379737120395631,False,True
22,0.002756748794917274,0.001885150553048942,0.002420717251520599,0.0018578081001850988,0.0023072784475511865,0.0021529339022847704,False,True
23,0.0016974322274889708,0.0016063735083756692,0.0020187137469790395,0.0023133999268506455,0.002005416077169808,0.0018125436276773543,False,True
24,0.0021527022921739025,0.002476447212600208,0.0022413345839626952,0.0028757568923671872,0.002514229592270545,0.0023588908982814516,False,True
25,0.00293633518540104,0.00440760428340814,0.00450688870503857,0.0023742317345180064,0.002655283459959523,0.004457246494223355,True,False
26,0.003423227476700319,0.003446658523568069,0.001954296824493107,0.00208905952685845,0.0027561435017793845,0.002700477674030588,False,True
27,0.0022687472705859024,0.00255192956916106,0.003129012489215488,0.002433578199808051,0.0023511627351969766,0.002840471029188274,True,False
28,0.0021942891037217693,0.003535762415548538,0.0025268479650456532,0.002891701938431801,0.002542995521076785,0.0030313051902970956,True,False
29,0.0020721967178709555,0.002798716909648946,0.002434722924715471,0.0038481967795909178,0.0029601967487309366,0.0026167199171822086,False,True
30,0.0018196666480239099,0.002045539234262095,0.0012254054045481855,0.0017970486556819765,0.0018083576518529432,0.0016354723194051402,False,True
31,0.003070040144277586,0.002458220415938017,0.0036578544547075653,0.0024054527174890428,0.0027377464308833144,0.0030580374353227913,True,False
32,0.0028581707275505686,0.003041599920870719,0.005175301571271107,0.002387468827309558,0.0026228197774300632,0.004108450746070913,True,False
33,0.0018009035797058592,0.002358110315742734,0.002743198938377933,0.0026557225570715826,0.002228313068388721,0.0025506546270603336,True,False
34,0.002240654737515002,0.002594338604352764,0.002243729653810811,0.0022760231101343065,0.0022583389238246543,0.0024190341290817874,True,False
35,0.0026822545316308455,0.0015403764309990242,0.0024264896950777493,0.0018807429982877766,0.002281498764959311,0.0019834330630383867,False,True
36,0.003487230654723561,0.003604426710917985,0.004663243845843934,0.003307322785935596,0.0033972767203295784,0.0041338352783809595,True,False
37,0.0027403621909413145,0.003439803717055656,0.0031349988253575045,0.002138755953178584,0.002439559072059949,0.0032874012712065803,True,False
38,0.0019465591850331698,0.00351024329212013,0.0033343897748246976,0.005679400595566153,0.0038129798902996614,0.0034223165334724137,False,True
39,0.0031293130966767446,0.003654863616232795,0.003936057687122463,0.0027487657822584666,0.0029390394394676056,0.003795460651677629,True,False
40,0.0027191981301131207,0.00523815176629705,0.0043673651006582714,0.00442882430003988,0.0035740112150765,0.004802758433477661,True,False
41,0.002841572822130156,0.0033203802803654092,0.003156633361062089,0.002182829270115594,0.002512201046122875,0.003238506820713749,True,False
42,0.002125108751978022,0.003775247366563983,0.004260066121553385,0.0036514946658504632,0.0028883017089142426,0.004017656744058684,True,False
43,0.0019450179956297386,0.0015426288667736987,0.0018726567929004956,0.0017262435746193683,0.0018356307851245535,0.0017076428298370971,False,True
44,0.0015271755586943048,0.001586359563611639,0.0012004015573771065,0.0017901700191003123,0.0016586727888973085,0.0013933805604943728,False,True
45,0.0030700943256340985,0.0017905970066423027,0.0020919730910182732,0.001966171898010516,0.002518133111822307,0.001941285048830288,False,True
46,0.0028827172751880736,0.002611592962483811,0.003745824974145995,0.0025945142084470296,0.0027386157418175516,0.003178708968314903,True,False
47,0.001420811096161656,0.0032219210377270047,0.002385148236493939,0.0018422192793564607,0.0016315151877590583,0.002803534637110472,True,False
48,0.0018655423324954734,0.0031134620809076807,0.0028908060255510293,0.0012973577672816816,0.0015814500498885775,0.003002134053229355,True,False
49,0.0026604059226169596,0.0019910831008174146,0.001333127839158399,0.0015088053281275826,0.002084605625372271,0.0016621054699879068,False,True
50,0.002079249107643455,0.0029567912705872335,0.001997812688813716,0.002194565904423129,0.002136907506033292,0.0024773019797004747,True,False
51,0.0028570840397564856,0.0023196437911188195,0.0012589553752004878,0.002390156990164649,0.0026236205149605674,0.0017892995831596537,False,True
52,0.0018010473882622557,0.0021896904630145375,0.0016514467159494117,0.002133373603215305,0.0019672104957387804,0.0019205685894819746,False,True
53,0.0020377798698902883,0.0025354824284338218,0.0017429326785227683,0.0019304571766735057,0.001984118523281897,0.002139207553478295,True,False
54,0.002932864177959349,0.003118686759500222,0.00216029661549344,0.00185789067945763,0.0023953774287084895,0.002639491687496831,True,False
55,0.0019381436985523859,0.0021640024848160744,0.0024817922848712204,0.0023180155611015607,0.0021280796298269733,0.0023228973848436474,True,False
56,0.0016679894243569748,0.0031277518470914645,0.0028339299539226204,0.003068655673190257,0.002368322548773616,0.0029808409005070424,True,False
57,0.0016005990234806422,0.002595296797040292,0.0017281706231084826,0.0020912493934845955,0.0018459242084826188,0.002161733710074387,True,False
58,0.0019144271276309022,0.0017031150620965274,0.0013699876297117441,0.0016738359649941525,0.0017941315463125274,0.0015365513459041358,False,True
59,0.0018273652424108944,0.0023651735147831587,0.002448381144972478,0.00305308400590798,0.002440224624159437,0.0024067773298778183,False,True
60,0.0020343626239925916,0.0027618962393727298,0.0026216171795206966,0.002215608218171239,0.0021249854210819152,0.002691756709446713,True,False
61,0.00210711380432127,0.004387613827997683,0.002434194992621208,0.002316573225009666,0.002211843514665468,0.0034109044103094455,True,False
62,0.0028287730240020847,0.0022142767429423893,0.0018782217455849404,0.0017220210197463892,0.002275397021874237,0.002046249244263665,False,True
63,0.0018459522609348689,0.0014133273690539738,0.0015109768426430081,0.00276361927054658,0.0023047857657407245,0.001462152105848491,False,True
64,0.0020530450054427885,0.0026131914206432016,0.002579612128403075,0.002480288299665512,0.00226666665255415,0.0025964017745231383,True,False
65,0.002289223032273857,0.002509357974533666,0.0030040426517746743,0.0016519984588141412,0.001970610745543999,0.00275670031315417,True,False
66,0.0021015560860634386,0.002719652951775675,0.002240939349236526,0.0026137170219724393,0.002357636554017939,0.0024802961505061005,True,False
67,0.001952269290779629,0.0022265782395372025,0.0016125896055945166,0.0015556002592481688,0.001753934775013899,0.0019195839225658595,True,False
68,0.001929128175449768,0.0020636060291708835,0.001887539029877594,0.0019213211442186129,0.0019252246598341904,0.001975572529524239,True,False
69,0.0021247178322069127,0.0030243748118486957,0.0023303192143457885,0.004825765720304354,0.003475241776255633,0.002677347013097242,False,True
70,0.0027169317811817084,0.002999872321086894,0.002222182506876891,0.0025455344132537805,0.0026312330972177445,0.0026110274139818923,False,True
71,0.0033919152436772126,0.0032671784777240642,0.003780102802734775,0.004220699043758658,0.003806307143717935,0.0035236406402294196,False,True
72,0.0030921488991951795,0.00356748892689307,0.0029726667571032817,0.002951560435288325,0.0030218546672417523,0.0032700778419981757,True,False
73,0.0019555399223450953,0.0033540372688075637,0.0027928715688764205,0.0026144672740724406,0.002285003598208768,0.003073454418841992,True,False
74,0.0017063674209878421,0.001337349491176587,0.001963919288969329,0.002191441925184723,0.0019489046730862825,0.001650634390072958,False,True
75,0.0035719599342104447,0.004628775441519739,0.004443308259326262,0.003920594962554036,0.0037462774483822403,0.0045360418504230005,True,False
76,0.0027648499027369544,0.0033444897313918975,0.0029083732659169748,0.0031283100043242307,0.0029465799535305925,0.003126431498654436,True,False
77,0.00181587180740872,0.0019452894163108914,0.002515608013141657,0.002232661402777336,0.002024266605093028,0.002230448714726274,True,False
78,0.005214986961607049,0.0029934203092313316,0.0028311501537124917,0.0018908416714227272,0.003552914316514888,0.0029122852314719117,False,True
79,0.0035646234461259585,0.0029722238902679665,0.003352819190427625,0.002370235564371437,0.0029674295052486976,0.0031625215403477958,True,False
80,0.001754102083127873,0.002793627284468303,0.0016508026690993383,0.0022499429912604674,0.0020020225371941702,0.0022222149767838206,True,False
81,0.00235694944650211,0.002662677664202362,0.0024725843861149732,0.0017389150869653314,0.0020479322667337208,0.0025676310251586676,True,False
82,0.0028084008033456564,0.0025977494194946438,0.0020613921127781154,0.002250629472720367,0.0025295151380330116,0.0023295707661363796,False,True
83,0.002722374604925859,0.002293528083746277,0.0030040707323631954,0.002242016279999315,0.002482195442462587,0.002648799408054736,True,False
84,0.003633009379740648,0.0029867535996289662,0.004245964305473748,0.0027705756684557326,0.0032017925240981904,0.0036163589525513573,True,False
85,0.0037477045063211145,0.003210277745521739,0.00449168982849435,0.0027402346324854054,0.00324396956940326,0.0038509837870080443,True,False
86,0.002514922929176655,0.0027236335697730096,0.001875011953750505,0.0017928238512173733,0.002153873390197014,0.0022993227617617573,True,False
87,0.003734275676194443,0.003413232675169464,0.004045843448452491,0.003513405084962451,0.003623840380578447,0.0037295380618109775,True,False
88,0.00223561670105088,0.0017351751035707963,0.0017391158896927772,0.002690054199419034,0.002462835450234957,0.0017371454966317867,False,True
89,0.0019486290264163486,0.002144269135648136,0.002238278406478944,0.0016957557853499727,0.0018221924058831607,0.00219127377106354,True,False
90,0.0018867870894551109,0.0016423287627675975,0.002036804052718555,0.0027031846446080587,0.002294985867031585,0.0018395664077430762,False,True
91,0.0025702246540976192,0.0022653692100281786,0.0023467153741965063,0.002343459346176413,0.002456842000137016,0.0023060422921123425,False,True
92,0.002109425994803571,0.0025260961565276574,0.002448770127755018,0.0031775523366979197,0.0026434891657507453,0.0024874331421413376,False,True
93,0.003242737319268163,0.002342054384691594,0.005154768544224475,0.003320112357325322,0.0032814248382967426,0.0037484114644580346,True,False
94,0.002573047880988999,0.0018490098526945387,0.0031091132772786967,0.0016672745473053086,0.0021201612141471537,0.0024790615649866177,True,False
95,0.0011473411838763825,0.0015428261063333837,0.0013175034948611497,0.0021322552242935,0.0016397982040849413,0.0014301648005972667,False,True
96,0.0020161593952882084,0.0017530532240127572,0.0018756425167625324,0.0014238759677343005,0.0017200176815112544,0.0018143478703876448,True,False
97,0.004438416467526296,0.003038646790089028,0.0027599844572147036,0.0037161390996520716,0.004077277783589184,0.002899315623651866,False,True
98,0.002039586026018614,0.0024223949909419895,0.002577081071887033,0.0023245346365307062,0.00218206033127466,0.0024997380314145112,True,False
99,0.0038321462816730545,0.005209917138927045,0.003926021662284063,0.00506704735740815,0.004449596819540602,0.004567969400605554,True,False
