,car,glass,plate,truck,Vehicles,Dinnerware,closer2vehicles,closer2dinnerware,,,,,c2v,c2d
125,0.003424406,0.004155934,0.004282117,0.002357483,0.002890944,0.004219025,TRUE,FALSE,,1,0,,,
126,0.002187908,0.002178133,0.001598537,0.002221882,0.002204895,0.001888335,FALSE,TRUE,,0,1,,,
127,0.002860308,0.002251446,0.00285995,0.005264997,0.004062653,0.002555698,FALSE,TRUE,,0,1,,,
128,0.003593385,0.004198849,0.003328383,0.004163086,0.003878236,0.003763616,FALSE,TRUE,,0,1,,,
129,0.002282917,0.00187701,0.001938641,0.001498699,0.001890808,0.001907825,TRUE,FALSE,,1,0,,,
130,0.001579344,0.001483619,0.001345098,0.001555324,0.001567334,0.001414359,FALSE,TRUE,,0,1,,,
131,0.001792848,0.002655923,0.002107322,0.002178252,0.00198555,0.002381623,TRUE,FALSE,,1,0,,,
132,0.002273083,0.002569139,0.001699924,0.003112137,0.00269261,0.002134532,FALSE,TRUE,,0,1,,,
133,0.00278163,0.004210114,0.004163265,0.002986014,0.002883822,0.00418669,TRUE,FALSE,,1,0,,,
134,0.003557324,0.003559351,0.002752662,0.003221452,0.003389388,0.003156006,FALSE,TRUE,,0,1,,,
135,0.002420962,0.002711535,0.002225995,0.003099442,0.002760202,0.002468765,FALSE,TRUE,,0,1,,,
136,0.001995027,0.002452254,0.002888858,0.002592325,0.002293676,0.002670556,TRUE,FALSE,,1,0,,,
137,0.003239691,0.002724648,0.005893052,0.005054832,0.004147261,0.00430885,TRUE,FALSE,,1,0,,,
138,0.001680493,0.00148344,0.003007889,0.003157794,0.002419144,0.002245665,FALSE,TRUE,,0,1,,,
139,0.003880203,0.003394365,0.004458904,0.005136788,0.004508495,0.003926635,FALSE,TRUE,,0,1,,,
140,0.003609478,0.003032804,0.003367841,0.003337383,0.003473431,0.003200322,FALSE,TRUE,,0,1,,,
141,0.003200293,0.003504038,0.004128098,0.00665766,0.004928976,0.003816068,FALSE,TRUE,,0,1,,,
142,0.003115296,0.00411135,0.0030303,0.004305065,0.003710181,0.003570825,FALSE,TRUE,,0,1,,,
143,0.003177643,0.002986729,0.00268358,0.002868533,0.003023088,0.002835155,FALSE,TRUE,,0,1,,,
144,0.002998233,0.004488468,0.002777338,0.002223313,0.002610773,0.003632903,TRUE,FALSE,,1,0,,,
145,0.003336668,0.00329566,0.004186749,0.003305852,0.00332126,0.003741205,TRUE,FALSE,,1,0,,,
146,0.002643466,0.003470778,0.003355801,0.004121184,0.003382325,0.00341329,TRUE,FALSE,,1,0,,,
147,0.00277245,0.002125323,0.00320524,0.002582729,0.00267759,0.002665281,FALSE,TRUE,,0,1,,,
148,0.002457738,0.00205946,0.002545357,0.002003849,0.002230793,0.002302408,TRUE,FALSE,,1,0,,,
149,0.002962053,0.003543437,0.004486263,0.003570616,0.003266335,0.00401485,TRUE,FALSE,,1,0,,,
150,0.002332091,0.00354749,0.002381682,0.002655804,0.002493948,0.002964586,TRUE,FALSE,,1,0,,,
151,0.002251446,0.00150156,0.002425492,0.001905918,0.002078682,0.001963526,FALSE,TRUE,,0,1,,,
152,0.003005505,0.003028631,0.003611147,0.00218606,0.002595782,0.003319889,TRUE,FALSE,,1,0,,,
153,0.002881229,0.005018651,0.004015207,0.003978848,0.003430039,0.004516929,TRUE,FALSE,,1,0,,,
154,0.00537163,0.0034042,0.00259614,0.004567564,0.004969597,0.00300017,FALSE,TRUE,,0,1,,,
155,0.003951371,0.001868844,0.003385603,0.002966464,0.003458917,0.002627224,FALSE,TRUE,,0,1,,,
156,0.003668845,0.004170001,0.007255852,0.003972113,0.003820479,0.005712926,TRUE,FALSE,,1,0,,,
157,0.002130866,0.002542555,0.003989637,0.003134847,0.002632856,0.003266096,TRUE,FALSE,,1,0,,,
158,0.002087533,0.002812207,0.001310468,0.002678454,0.002382994,0.002061337,FALSE,TRUE,,0,1,,,
159,0.003227413,0.001926363,0.002301276,0.00242573,0.002826571,0.002113819,FALSE,TRUE,,0,1,,,
160,0.004277825,0.003654897,0.003568232,0.004741907,0.004509866,0.003611565,FALSE,TRUE,,0,1,,,
161,0.004213691,0.005669951,0.006773353,0.005549252,0.004881471,0.006221652,TRUE,FALSE,,1,0,,,
162,0.003581822,0.003050208,0.002668142,0.001947939,0.002764881,0.002859175,TRUE,FALSE,,1,0,,,
163,0.002311289,0.002206981,0.001765311,0.001690149,0.002000719,0.001986146,FALSE,TRUE,,0,1,,,
164,0.004783154,0.004123867,0.004764676,0.004489422,0.004636288,0.004444271,FALSE,TRUE,,0,1,,,
165,0.002385497,0.002484441,0.003594339,0.001788557,0.002087027,0.00303939,TRUE,FALSE,,1,0,,,
166,0.004400551,0.00356245,0.003633142,0.003821015,0.004110783,0.003597796,FALSE,TRUE,,0,1,,,
167,0.002912343,0.003858387,0.004065812,0.001933396,0.002422869,0.0039621,TRUE,FALSE,,1,0,,,
168,0.001942813,0.003364742,0.003583014,0.002944708,0.002443761,0.003473878,TRUE,FALSE,,1,0,,,
169,0.002343416,0.001630247,0.003067136,0.002158046,0.002250731,0.002348691,TRUE,FALSE,,1,0,,,
170,0.001879036,0.002329469,0.002535701,0.002649009,0.002264023,0.002432585,TRUE,FALSE,,1,0,,,
171,0.00291127,0.003379703,0.00340718,0.003155589,0.003033429,0.003393441,TRUE,FALSE,,1,0,,,
172,0.00230366,0.00189352,0.003081381,0.002231538,0.002267599,0.002487451,TRUE,FALSE,,1,0,,,
173,0.002735257,0.002713799,0.002334118,0.003479123,0.00310719,0.002523959,FALSE,TRUE,,0,1,,,
174,0.002031982,0.003076136,0.002221227,0.002171695,0.002101839,0.002648681,TRUE,FALSE,,1,0,,,
175,0.001923203,0.003312111,0.002010763,0.001962066,0.001942635,0.002661437,TRUE,FALSE,,1,0,,,
176,0.001991868,0.001455724,0.003325582,0.001862705,0.001927286,0.002390653,TRUE,FALSE,,1,0,,,
177,0.001656771,0.003939688,0.005492866,0.002246559,0.001951665,0.004716277,TRUE,FALSE,,1,0,,,
178,0.001844049,0.0020383,0.003751278,0.00180757,0.001825809,0.002894789,TRUE,FALSE,,1,0,,,
179,0.002507269,0.001628518,0.001837552,0.002621412,0.002564341,0.001733035,FALSE,TRUE,,0,1,,,
180,0.00208354,0.003918529,0.002407193,0.002329409,0.002206475,0.003162861,TRUE,FALSE,,1,0,,,
181,0.002084553,0.001499712,0.003350735,0.002683759,0.002384156,0.002425224,TRUE,FALSE,,1,0,,,
182,0.001723886,0.0023157,0.00229305,0.002402246,0.002063066,0.002304375,TRUE,FALSE,,1,0,,,
183,0.001538515,0.002547383,0.002273679,0.003284156,0.002411336,0.002410531,FALSE,TRUE,,0,1,,,
184,0.00198549,0.002340317,0.002437472,0.002075732,0.002030611,0.002388895,TRUE,FALSE,,1,0,,,
185,0.003070772,0.004462659,0.004165411,0.003259718,0.003165245,0.004314035,TRUE,FALSE,,1,0,,,
186,0.002540886,0.00293535,0.004953682,0.002752125,0.002646506,0.003944516,TRUE,FALSE,,1,0,,,
187,0.003170907,0.002538681,0.002558589,0.002547383,0.002859145,0.002548635,FALSE,TRUE,,0,1,,,
188,0.003116667,0.002359211,0.002447367,0.002073586,0.002595127,0.002403289,FALSE,TRUE,,0,1,,,
189,0.002175391,0.001866698,0.002998292,0.002201915,0.002188653,0.002432495,TRUE,FALSE,,1,0,,,
190,0.003661811,0.003549933,0.002835751,0.004121125,0.003891468,0.003192842,FALSE,TRUE,,0,1,,,
191,0.002070546,0.002813995,0.002314031,0.002265632,0.002168089,0.002564013,TRUE,FALSE,,1,0,,,
192,0.003847718,0.003546238,0.003751099,0.002752602,0.00330016,0.003648669,TRUE,FALSE,,1,0,,,
193,0.002474725,0.002678573,0.002030313,0.002784908,0.002629817,0.002354443,FALSE,TRUE,,0,1,,,
194,0.002364814,0.003038347,0.005331635,0.003065944,0.002715379,0.004184991,TRUE,FALSE,,1,0,,,
195,0.002664268,0.003163576,0.002790034,0.00222981,0.002447039,0.002976805,TRUE,FALSE,,1,0,,,
196,0.002174199,0.002170146,0.002465487,0.002255797,0.002214998,0.002317816,TRUE,FALSE,,1,0,,,
197,0.003595293,0.003322661,0.003753901,0.00466156,0.004128426,0.003538281,FALSE,TRUE,,0,1,,,
198,0.0058496,0.004838467,0.00394547,0.002738416,0.004294008,0.004391968,TRUE,FALSE,,1,0,,,
199,0.002845049,0.002359092,0.002922714,0.002707481,0.002776265,0.002640903,FALSE,TRUE,,0,1,,,
200,0.002411962,0.001969159,0.002261758,0.002236605,0.002324283,0.002115458,FALSE,TRUE,,0,1,,,
201,0.001663685,0.001816869,0.00190258,0.002163112,0.001913399,0.001859725,FALSE,TRUE,,0,1,,,
202,0.001934707,0.002916873,0.00221324,0.002411366,0.002173036,0.002565056,TRUE,FALSE,,1,0,,,
203,0.004572093,0.005226552,0.001411557,0.002338707,0.0034554,0.003319055,FALSE,TRUE,,0,1,,,
204,0.004708111,0.003941417,0.00349921,0.003059864,0.003883988,0.003720313,FALSE,TRUE,,0,1,,,
205,0.002580047,0.002138436,0.002536654,0.001625896,0.002102971,0.002337545,TRUE,FALSE,,1,0,,,
206,0.003906369,0.002940416,0.00262326,0.002826273,0.003366321,0.002781838,FALSE,TRUE,,0,1,,,
207,0.002759516,0.002535522,0.002552748,0.002880692,0.002820104,0.002544135,FALSE,TRUE,,0,1,,,
208,0.005151927,0.004684448,0.005171418,0.004093826,0.004622877,0.004927933,TRUE,FALSE,,1,0,,,
209,0.002587378,0.002478838,0.00221765,0.003329813,0.002958596,0.002348244,FALSE,TRUE,,0,1,,,
210,0.003183484,0.002605259,0.007944345,0.002663314,0.002923399,0.005274802,TRUE,FALSE,,1,0,,,
211,0.002163053,0.003487229,0.002408028,0.001935005,0.002049029,0.002947628,TRUE,FALSE,,1,0,,,
212,0.001745224,0.004170716,0.002447426,0.002415955,0.00208059,0.003309071,TRUE,FALSE,,1,0,,,
213,0.001639485,0.001565814,0.001923442,0.001579404,0.001609445,0.001744628,TRUE,FALSE,,1,0,,,
214,0.002202153,0.002922535,0.002499223,0.003285408,0.002743781,0.002710879,FALSE,TRUE,,0,1,,,
215,0.005508542,0.003310919,0.00448066,0.004363894,0.004936218,0.003895789,FALSE,TRUE,,0,1,,,
216,0.002354085,0.003441513,0.003633082,0.002416611,0.002385348,0.003537297,TRUE,FALSE,,1,0,,,
217,0.001974583,0.002907157,0.003016829,0.002237558,0.002106071,0.002961993,TRUE,FALSE,,1,0,,,
218,0.002136409,0.00379616,0.003006458,0.002896309,0.002516359,0.003401309,TRUE,FALSE,,1,0,,,
219,0.002757609,0.003259718,0.00375855,0.002091229,0.002424419,0.003509134,TRUE,FALSE,,1,0,,,
220,0.004277289,0.003552258,0.002985239,0.001525164,0.002901226,0.003268749,TRUE,FALSE,,1,0,,,
221,0.003793001,0.003808618,0.002399802,0.003826201,0.003809601,0.00310421,FALSE,TRUE,,0,1,,,
222,0.002181172,0.004168987,0.003961563,0.003679752,0.002930462,0.004065275,TRUE,FALSE,,1,0,,,
223,0.006313562,0.004821181,0.003336191,0.003958821,0.005136192,0.004078686,FALSE,TRUE,,0,1,,,
224,0.002296507,0.003173292,0.002117693,0.002349198,0.002322853,0.002645493,TRUE,FALSE,,1,0,,,
225,0.001766503,0.001388073,0.001802146,0.001638114,0.001702309,0.00159511,FALSE,TRUE,,0,1,,,
226,0.003349483,0.004403889,0.003416121,0.003775895,0.003562689,0.003910005,TRUE,FALSE,,1,0,,,
227,0.001276731,0.001722515,0.001400888,0.001857817,0.001567274,0.001561701,FALSE,TRUE,,0,1,,,
228,0.002508879,0.003665447,0.004525423,0.0025509,0.002529889,0.004095435,TRUE,FALSE,,1,0,,,
229,0.006777108,0.004443228,0.003781796,0.002739072,0.00475809,0.004112512,FALSE,TRUE,,0,1,,,
230,0.001676023,0.002689242,0.002310932,0.002595067,0.002135545,0.002500087,TRUE,FALSE,,1,0,,,
231,0.002252936,0.00364846,0.002722323,0.00389868,0.003075808,0.003185391,TRUE,FALSE,,1,0,,,
232,0.001994789,0.002473474,0.001926303,0.001689613,0.001842201,0.002199888,TRUE,FALSE,,1,0,,,
233,0.00303328,0.002330184,0.002867997,0.002009332,0.002521306,0.00259909,TRUE,FALSE,,1,0,,,
234,0.003225386,0.002741516,0.002838194,0.002277732,0.002751559,0.002789855,TRUE,FALSE,,1,0,,,
235,0.002767742,0.003495574,0.003000259,0.002959549,0.002863646,0.003247917,TRUE,FALSE,,1,0,,,
236,0.002298713,0.002302945,0.005931556,0.002213717,0.002256215,0.00411725,TRUE,FALSE,,1,0,,,
237,0.002857506,0.003493547,0.003192842,0.002334535,0.002596021,0.003343195,TRUE,FALSE,,1,0,,,
238,0.002379298,0.003680825,0.003531218,0.004154861,0.00326708,0.003606021,TRUE,FALSE,,1,0,,,
239,0.001845717,0.001844108,0.001760781,0.001564085,0.001704901,0.001802444,TRUE,FALSE,,1,0,,,
240,0.005183101,0.003767312,0.00378871,0.003911853,0.004547477,0.003778011,FALSE,TRUE,,0,1,,,
241,0.002045095,0.002181709,0.002381086,0.003070414,0.002557755,0.002281398,FALSE,TRUE,,0,1,,,
242,0.005155504,0.004512787,0.003752351,0.006289721,0.005722612,0.004132569,FALSE,TRUE,,0,1,,,
243,0.00189966,0.002566218,0.001799703,0.002892494,0.002396077,0.002182961,FALSE,TRUE,,0,1,,,
244,0.003771663,0.002644956,0.00286901,0.003364742,0.003568202,0.002756983,FALSE,TRUE,,0,1,,,
