,break,car,man,stop,truck,woman
break,1.0000000000000004,0.9572737953846339,0.9629993343585435,0.979856100324683,0.9542212499520906,0.9680070627202931
car,0.9572737953846339,1.0000000000000009,0.9690996567377097,0.9659732963988955,0.9796975484102818,0.9707107929107719
man,0.9629993343585435,0.9690996567377097,1.0000000000000004,0.9662695175828433,0.969879556770027,0.9811894977639284
stop,0.979856100324683,0.9659732963988955,0.9662695175828433,1.0000000000000004,0.9638001757567316,0.9690661421858516
truck,0.9542212499520906,0.9796975484102818,0.969879556770027,0.9638001757567316,1.0000000000000002,0.9694306754701296
woman,0.9680070627202931,0.9707107929107719,0.9811894977639284,0.9690661421858516,0.9694306754701296,1.0000000000000002
